cuisine,city,device,user_segment,promo,fav_ingredient,spice_level,day_of_week,price_bucket
indian,city_9,tablet,family,promo_6,onion,hot,Sat,high
italian,city_10,web,family,promo_3,tomato,medium,Thu,mid
korean,city_4,web,vip,promo_6,ginger,mild,Sat,mid
american,city_7,web,family,none,garlic,medium,Fri,high
korean,city_9,ios,new,promo_5,miso,none,Tue,high
american,city_2,web,budget,promo_7,garlic,medium,Sun,mid
thai,city_19,ios,returning,promo_8,basil,hot,Fri,mid
italian,city_5,web,student,promo_6,lemon,medium,Sat,mid
thai,city_14,ios,student,promo_6,fish_sauce,hot,Sat,mid
mediterranean,city_15,ios,returning,promo_5,basil,mild,Sat,high
indian,city_7,android,new,promo_4,yogurt,hot,Sun,high
japanese,city_2,ios,returning,promo_8,soy,mild,Fri,high
japanese,city_12,ios,student,none,ginger,none,Wed,very_high
american,city_3,web,new,promo_2,lemon,medium,Thu,low
vietnamese,city_5,android,returning,promo_1,fish_sauce,mild,Tue,mid
mediterranean,city_11,tablet,returning,promo_8,tomato,mild,Sun,high
chinese,city_12,ios,budget,promo_6,sesame,medium,Wed,mid
thai,city_20,ios,budget,promo_4,basil,medium,Thu,low
chinese,city_18,web,budget,promo_4,sesame,extra_hot,Wed,mid
thai,city_6,android,student,none,garlic,medium,Sun,mid
american,city_16,web,vip,promo_4,onion,medium,Sun,mid
chinese,city_4,web,student,promo_1,sesame,hot,Mon,very_high
chinese,city_15,ios,vip,promo_2,garlic,mild,Thu,mid
korean,city_6,android,new,promo_6,sesame,medium,Mon,mid
american,city_14,ios,budget,promo_3,garlic,mild,Sun,low
vietnamese,city_10,ios,vip,promo_3,basil,mild,Sat,low
korean,city_11,web,returning,promo_1,garlic,extra_hot,Sat,mid
japanese,city_8,ios,budget,promo_6,soy,none,Mon,high
korean,city_18,ios,budget,promo_2,sesame,none,Sat,mid
mediterranean,city_16,android,vip,promo_1,tomato,mild,Tue,mid
thai,city_6,web,budget,promo_7,fish_sauce,hot,Fri,low
chinese,city_14,ios,budget,promo_5,miso,hot,Sun,very_high
italian,city_4,tablet,student,promo_7,tomato,medium,Fri,high
chinese,city_19,ios,family,promo_2,sesame,none,Thu,high
american,city_2,android,returning,promo_6,onion,none,Tue,mid
american,city_19,web,family,promo_3,onion,extra_hot,Fri,high
thai,city_20,web,family,promo_8,fish_sauce,hot,Sun,high
mexican,city_7,tablet,budget,promo_5,lemon,hot,Thu,mid
japanese,city_14,web,vip,promo_7,garlic,none,Mon,mid
vietnamese,city_18,ios,budget,promo_3,cilantro,medium,Thu,low
japanese,city_13,android,vip,promo_8,miso,mild,Wed,mid
italian,city_16,android,returning,promo_6,cheese,mild,Thu,mid
indian,city_19,android,family,promo_2,mint,hot,Thu,mid
korean,city_1,web,student,promo_3,ginger,none,Tue,mid
korean,city_8,ios,family,none,miso,none,Wed,high
thai,city_1,web,new,promo_5,fish_sauce,medium,Sun,mid
italian,city_10,tablet,student,none,oregano,mild,Wed,mid
italian,city_19,tablet,budget,promo_2,lemon,mild,Mon,mid
chinese,city_19,android,family,none,soy,mild,Tue,mid
indian,city_13,tablet,vip,promo_7,mint,hot,Mon,high
korean,city_6,web,family,promo_5,sesame,mild,Sun,mid
korean,city_4,web,returning,promo_8,soy,extra_hot,Mon,very_high
chinese,city_14,web,new,promo_8,garlic,medium,Sun,high
korean,city_19,web,budget,promo_8,soy,none,Mon,high
korean,city_4,web,new,promo_3,ginger,hot,Tue,high
indian,city_4,tablet,family,promo_7,cumin,hot,Sat,very_high
thai,city_14,android,family,promo_7,basil,mild,Sat,low
vietnamese,city_14,web,vip,promo_6,lemon,hot,Tue,high
mediterranean,city_20,web,student,promo_5,tomato,medium,Wed,mid
mediterranean,city_14,tablet,vip,none,oregano,none,Mon,mid
japanese,city_7,ios,returning,promo_4,ginger,none,Wed,mid
mexican,city_4,tablet,family,promo_3,onion,medium,Sun,low
indian,city_7,tablet,new,none,yogurt,medium,Mon,mid
mediterranean,city_12,desktop_app,new,promo_2,basil,mild,Thu,mid
american,city_9,web,new,none,cheese,extra_hot,Wed,mid
chinese,city_18,android,new,promo_4,sesame,hot,Sun,mid
vietnamese,city_14,android,returning,none,basil,medium,Thu,mid
mediterranean,city_4,ios,vip,promo_2,basil,mild,Thu,high
chinese,city_5,ios,budget,promo_5,garlic,medium,Sat,mid
italian,city_8,desktop_app,vip,promo_5,yogurt,none,Sun,mid
japanese,city_7,web,new,promo_4,garlic,none,Mon,mid
italian,city_10,tablet,family,promo_3,basil,none,Tue,mid
mediterranean,city_14,desktop_app,new,promo_7,oregano,mild,Sun,mid
korean,city_18,android,student,promo_3,sesame,medium,Wed,mid
vietnamese,city_15,android,student,promo_7,garlic,hot,Mon,low
italian,city_17,web,family,promo_6,basil,mild,Fri,mid
american,city_20,web,student,promo_1,onion,extra_hot,Thu,high
chinese,city_5,android,returning,promo_6,garlic,medium,Wed,high
indian,city_2,android,returning,promo_6,cumin,hot,Sun,mid
mediterranean,city_9,tablet,family,promo_8,basil,mild,Tue,high
thai,city_5,ios,vip,promo_6,fish_sauce,medium,Tue,mid
chinese,city_19,web,family,promo_5,soy,none,Fri,very_high
thai,city_16,android,student,promo_2,basil,mild,Tue,mid
japanese,city_19,ios,vip,promo_4,ginger,medium,Sun,very_high
thai,city_17,ios,vip,promo_2,lemon,mild,Sat,low
italian,city_7,tablet,returning,promo_6,tomato,medium,Tue,mid
japanese,city_9,android,student,promo_8,ginger,none,Fri,mid
mediterranean,city_12,web,new,none,lemon,none,Tue,mid
mexican,city_11,ios,family,promo_3,tomato,medium,Mon,mid
korean,city_18,ios,returning,promo_7,garlic,none,Sat,mid
japanese,city_2,web,student,promo_8,garlic,extra_hot,Sat,very_high
thai,city_20,android,returning,promo_3,basil,hot,Thu,mid
indian,city_10,desktop_app,family,promo_5,mint,hot,Wed,high
italian,city_9,ios,new,promo_6,tomato,none,Sat,high
mexican,city_5,web,new,promo_2,chili,medium,Mon,mid
thai,city_7,web,budget,promo_4,basil,medium,Sun,mid
mexican,city_12,desktop_app,student,promo_4,chili,hot,Mon,low
thai,city_11,ios,student,promo_2,cilantro,mild,Mon,low
mexican,city_16,tablet,new,promo_4,tomato,mild,Sun,low
chinese,city_17,android,returning,promo_7,miso,mild,Sat,mid
japanese,city_5,web,new,promo_2,sesame,extra_hot,Sun,high
mediterranean,city_17,desktop_app,vip,promo_4,yogurt,none,Tue,high
american,city_18,web,family,promo_3,lemon,none,Fri,high
korean,city_7,web,family,promo_6,soy,none,Tue,mid
italian,city_1,ios,family,none,oregano,none,Tue,mid
mexican,city_15,ios,budget,promo_1,onion,medium,Wed,low
indian,city_3,ios,student,promo_4,yogurt,hot,Thu,high
american,city_19,ios,budget,none,lemon,mild,Thu,mid
mediterranean,city_17,android,student,promo_1,tomato,none,Tue,high
chinese,city_13,web,family,promo_4,miso,extra_hot,Tue,very_high
italian,city_12,tablet,returning,promo_4,basil,mild,Fri,mid
japanese,city_19,web,budget,promo_4,sesame,medium,Fri,mid
mediterranean,city_13,tablet,family,promo_1,basil,none,Mon,mid
italian,city_11,ios,budget,promo_3,basil,mild,Fri,mid
italian,city_3,web,family,promo_2,yogurt,mild,Fri,mid
american,city_8,ios,student,promo_8,cheese,extra_hot,Fri,mid
chinese,city_3,web,budget,promo_7,sesame,mild,Sat,very_high
vietnamese,city_8,android,vip,promo_5,lemon,medium,Wed,high
japanese,city_19,ios,student,promo_4,soy,none,Fri,mid
italian,city_11,ios,budget,promo_3,tomato,mild,Tue,mid
mexican,city_12,android,vip,promo_6,tomato,mild,Sat,low
italian,city_19,desktop_app,budget,promo_1,tomato,medium,Fri,mid
korean,city_15,web,budget,promo_2,miso,medium,Mon,high
korean,city_4,web,new,promo_3,garlic,mild,Sun,mid
vietnamese,city_14,android,vip,promo_2,garlic,hot,Fri,mid
italian,city_14,ios,vip,none,tomato,none,Wed,mid
vietnamese,city_9,ios,vip,promo_4,basil,medium,Thu,mid
mediterranean,city_13,android,vip,promo_4,yogurt,mild,Sat,mid
chinese,city_12,web,student,promo_7,ginger,none,Fri,high
indian,city_11,desktop_app,returning,promo_5,onion,hot,Tue,mid
vietnamese,city_4,web,budget,promo_6,cilantro,mild,Sat,mid
thai,city_18,web,returning,promo_3,cilantro,hot,Sat,high
japanese,city_15,ios,student,promo_3,sesame,hot,Fri,high
indian,city_12,android,family,none,yogurt,extra_hot,Thu,mid
mexican,city_8,desktop_app,budget,promo_1,onion,hot,Thu,low
mexican,city_3,desktop_app,student,promo_4,chili,medium,Mon,mid
japanese,city_12,ios,returning,promo_6,garlic,none,Wed,very_high
american,city_1,android,new,promo_6,lemon,extra_hot,Fri,mid
chinese,city_15,android,student,promo_4,miso,none,Mon,mid
indian,city_10,tablet,family,promo_6,turmeric,medium,Thu,mid
american,city_5,web,vip,promo_3,garlic,extra_hot,Mon,low
vietnamese,city_11,ios,budget,promo_3,garlic,medium,Fri,mid
indian,city_17,tablet,family,promo_2,onion,hot,Sat,high
italian,city_18,web,returning,promo_4,tomato,medium,Sun,mid
japanese,city_7,ios,new,promo_7,miso,none,Sat,mid
thai,city_1,android,new,promo_1,cilantro,hot,Tue,low
indian,city_9,tablet,student,promo_2,onion,hot,Sun,mid
chinese,city_1,android,returning,none,miso,extra_hot,Fri,high
vietnamese,city_16,ios,family,promo_4,garlic,medium,Fri,low
american,city_2,web,returning,promo_7,cheese,medium,Wed,high
mediterranean,city_19,android,student,promo_6,cheese,mild,Fri,high
vietnamese,city_6,android,new,promo_1,cilantro,medium,Fri,low
japanese,city_5,ios,budget,promo_1,sesame,none,Tue,very_high
vietnamese,city_19,android,returning,promo_4,basil,hot,Tue,mid
thai,city_10,web,student,promo_5,fish_sauce,hot,Mon,high
vietnamese,city_11,web,student,promo_4,lemon,medium,Tue,high
indian,city_4,desktop_app,student,promo_3,onion,hot,Mon,high
vietnamese,city_9,web,vip,promo_3,basil,medium,Mon,high
thai,city_17,ios,budget,promo_7,lemon,medium,Mon,mid
mexican,city_5,desktop_app,vip,promo_1,tomato,medium,Mon,low
japanese,city_2,ios,budget,promo_1,miso,medium,Fri,mid
chinese,city_16,web,budget,promo_4,ginger,medium,Wed,very_high
vietnamese,city_4,ios,budget,promo_2,fish_sauce,hot,Fri,low
italian,city_5,desktop_app,new,promo_5,tomato,mild,Wed,high
chinese,city_19,ios,returning,none,ginger,medium,Sat,mid
thai,city_16,ios,budget,promo_7,garlic,hot,Sat,mid
mexican,city_1,android,returning,promo_7,tomato,hot,Sun,mid
korean,city_4,android,student,promo_5,garlic,hot,Sat,mid
chinese,city_12,android,vip,promo_1,garlic,extra_hot,Sun,very_high
mediterranean,city_11,tablet,returning,promo_8,cheese,mild,Wed,mid
japanese,city_15,ios,new,promo_5,sesame,hot,Wed,high
mediterranean,city_4,desktop_app,returning,promo_1,tomato,mild,Fri,mid
italian,city_20,tablet,new,none,tomato,none,Tue,mid
japanese,city_16,android,family,promo_1,soy,mild,Mon,mid
american,city_7,web,new,promo_3,garlic,hot,Mon,mid
mediterranean,city_17,desktop_app,family,promo_5,tomato,mild,Thu,mid
thai,city_14,android,returning,promo_6,basil,hot,Wed,mid
american,city_3,ios,budget,none,lemon,extra_hot,Wed,high
korean,city_10,web,family,none,ginger,none,Fri,mid
italian,city_6,tablet,budget,promo_4,yogurt,none,Tue,mid
korean,city_13,web,new,promo_2,garlic,mild,Fri,high
chinese,city_17,web,family,promo_4,ginger,mild,Thu,high
italian,city_15,desktop_app,family,promo_6,tomato,none,Wed,high
italian,city_20,ios,budget,promo_6,oregano,none,Sat,high
chinese,city_13,web,student,promo_6,garlic,medium,Wed,mid
indian,city_9,desktop_app,vip,none,turmeric,extra_hot,Wed,high
thai,city_5,android,vip,promo_2,basil,medium,Sat,low
mexican,city_9,web,budget,promo_8,tomato,medium,Wed,low
korean,city_18,android,returning,promo_2,soy,none,Mon,mid
korean,city_14,web,new,promo_7,miso,hot,Mon,high
italian,city_13,android,new,promo_5,cheese,none,Wed,mid
italian,city_9,desktop_app,returning,none,oregano,none,Thu,high
korean,city_1,ios,budget,promo_1,miso,mild,Sun,mid
american,city_11,android,vip,promo_2,lemon,extra_hot,Mon,mid
italian,city_19,android,returning,promo_7,oregano,mild,Tue,high
chinese,city_14,web,returning,promo_1,sesame,hot,Sun,very_high
chinese,city_1,web,budget,none,garlic,hot,Sat,high
vietnamese,city_3,android,family,promo_8,basil,hot,Mon,low
mediterranean,city_17,tablet,family,promo_7,oregano,none,Mon,high
japanese,city_11,android,new,promo_7,soy,none,Wed,high
american,city_2,web,budget,promo_5,onion,mild,Fri,low
mediterranean,city_7,web,vip,promo_1,lemon,mild,Sat,high
vietnamese,city_18,android,vip,promo_7,cilantro,medium,Tue,mid
chinese,city_16,ios,vip,promo_3,ginger,medium,Sun,very_high
mediterranean,city_18,ios,student,promo_6,basil,mild,Thu,mid
chinese,city_12,web,vip,none,soy,none,Thu,mid
indian,city_15,web,student,promo_7,mint,hot,Fri,high
american,city_15,web,budget,promo_7,lemon,extra_hot,Thu,high
mediterranean,city_2,ios,student,promo_1,tomato,none,Sat,mid
mexican,city_7,ios,family,promo_7,tomato,hot,Thu,low
american,city_3,ios,family,promo_3,lemon,mild,Tue,low
italian,city_2,ios,budget,promo_4,tomato,mild,Wed,mid
mediterranean,city_14,desktop_app,student,promo_2,cheese,medium,Sat,mid
indian,city_4,web,family,promo_5,turmeric,hot,Sun,very_high
american,city_12,android,student,none,lemon,extra_hot,Sat,mid
italian,city_11,ios,family,promo_5,yogurt,none,Sat,mid
american,city_15,android,student,promo_1,garlic,medium,Sun,low
japanese,city_5,ios,vip,none,soy,medium,Tue,mid
japanese,city_15,ios,budget,promo_3,soy,extra_hot,Tue,high
thai,city_11,android,budget,promo_4,basil,hot,Fri,low
american,city_15,android,family,promo_7,cheese,extra_hot,Sat,low
japanese,city_4,ios,returning,promo_3,miso,medium,Wed,mid
japanese,city_3,web,student,promo_3,sesame,medium,Thu,mid
mediterranean,city_17,tablet,returning,promo_7,cheese,medium,Wed,mid
indian,city_20,tablet,vip,promo_6,cumin,hot,Thu,mid
chinese,city_7,web,returning,promo_3,garlic,mild,Wed,mid
mexican,city_5,desktop_app,vip,promo_8,cilantro,hot,Wed,low
chinese,city_16,ios,family,promo_8,soy,none,Sun,mid
thai,city_9,ios,student,promo_2,basil,mild,Thu,high
japanese,city_10,android,vip,promo_4,sesame,hot,Fri,mid
japanese,city_4,ios,new,none,garlic,extra_hot,Fri,high
mediterranean,city_19,android,student,promo_7,tomato,mild,Thu,high
indian,city_9,tablet,vip,promo_7,cumin,hot,Sat,mid
japanese,city_13,web,returning,promo_4,sesame,none,Sat,very_high
chinese,city_5,ios,student,promo_3,sesame,medium,Thu,mid
vietnamese,city_11,web,returning,promo_2,basil,medium,Thu,high
american,city_19,web,returning,promo_2,garlic,hot,Sat,high
mediterranean,city_1,desktop_app,student,promo_5,cheese,mild,Sat,mid
vietnamese,city_16,ios,vip,promo_1,lemon,mild,Sun,low
mediterranean,city_16,android,vip,promo_7,oregano,mild,Mon,mid
italian,city_12,desktop_app,returning,promo_7,oregano,none,Mon,mid
indian,city_11,android,family,promo_4,turmeric,hot,Sat,high
japanese,city_3,ios,budget,promo_6,ginger,extra_hot,Wed,mid
american,city_11,android,student,promo_5,onion,none,Mon,mid
indian,city_6,android,returning,none,cumin,hot,Thu,mid
mexican,city_16,ios,student,promo_8,onion,hot,Tue,low
mediterranean,city_12,tablet,student,promo_4,tomato,none,Wed,high
vietnamese,city_5,ios,family,promo_2,basil,medium,Tue,mid
chinese,city_11,web,new,promo_6,soy,extra_hot,Mon,mid
indian,city_10,android,new,promo_6,cumin,hot,Mon,mid
japanese,city_19,android,vip,promo_1,sesame,none,Mon,mid
mediterranean,city_6,tablet,family,promo_4,lemon,medium,Thu,high
thai,city_3,android,student,promo_1,cilantro,medium,Sun,mid
italian,city_1,desktop_app,new,promo_1,tomato,none,Thu,mid
chinese,city_5,ios,returning,promo_2,soy,hot,Sun,mid
indian,city_16,ios,family,promo_7,turmeric,medium,Tue,high
japanese,city_13,ios,vip,promo_4,ginger,medium,Fri,mid
indian,city_20,desktop_app,returning,promo_7,turmeric,medium,Thu,mid
american,city_20,web,student,promo_5,lemon,extra_hot,Fri,mid
vietnamese,city_11,ios,family,promo_7,basil,medium,Tue,mid
japanese,city_12,ios,new,promo_3,ginger,none,Wed,mid
italian,city_7,tablet,new,promo_7,tomato,medium,Sat,mid
korean,city_15,android,student,promo_2,garlic,mild,Sat,very_high
thai,city_17,android,returning,promo_1,fish_sauce,hot,Fri,high
chinese,city_14,ios,returning,promo_5,sesame,extra_hot,Mon,very_high
japanese,city_12,ios,vip,none,soy,mild,Sun,mid
korean,city_5,web,budget,promo_8,miso,hot,Thu,mid
vietnamese,city_18,ios,student,promo_1,basil,medium,Fri,mid
american,city_2,ios,returning,promo_6,lemon,none,Wed,low
indian,city_3,web,vip,promo_5,mint,hot,Mon,mid
thai,city_11,android,student,promo_3,lemon,medium,Mon,mid
japanese,city_17,ios,budget,promo_2,ginger,none,Fri,mid
chinese,city_4,android,returning,promo_4,garlic,mild,Thu,mid
vietnamese,city_7,ios,budget,promo_8,cilantro,medium,Thu,high
thai,city_20,android,vip,none,fish_sauce,mild,Fri,mid
italian,city_20,ios,new,promo_6,basil,mild,Sun,mid
japanese,city_17,ios,student,promo_5,ginger,mild,Mon,high
american,city_17,web,family,promo_4,lemon,none,Thu,mid
mediterranean,city_6,tablet,family,promo_3,yogurt,medium,Wed,high
vietnamese,city_3,android,student,promo_3,garlic,medium,Fri,mid
italian,city_7,android,vip,promo_1,yogurt,none,Sat,mid
thai,city_2,ios,budget,promo_7,garlic,medium,Sun,low
korean,city_2,web,student,promo_8,miso,hot,Mon,mid
mediterranean,city_10,ios,new,promo_5,cheese,none,Wed,high
korean,city_9,web,budget,promo_6,sesame,hot,Thu,very_high
vietnamese,city_4,android,returning,promo_6,lemon,medium,Thu,high
thai,city_5,android,new,promo_4,garlic,hot,Thu,low
american,city_13,android,new,promo_2,lemon,hot,Tue,high
chinese,city_3,android,returning,promo_8,ginger,extra_hot,Mon,high
japanese,city_14,ios,vip,promo_8,ginger,extra_hot,Mon,very_high
vietnamese,city_2,ios,vip,promo_1,cilantro,hot,Tue,low
chinese,city_1,web,new,none,miso,hot,Wed,high
mexican,city_15,ios,budget,promo_6,cilantro,mild,Sat,mid
mexican,city_8,desktop_app,student,promo_4,cilantro,hot,Thu,mid
american,city_10,ios,returning,none,garlic,none,Sun,mid
vietnamese,city_1,ios,returning,promo_2,basil,hot,Sat,low
italian,city_20,desktop_app,new,promo_7,lemon,mild,Thu,mid
chinese,city_13,ios,returning,none,miso,mild,Sun,mid
thai,city_3,ios,budget,promo_6,fish_sauce,hot,Wed,low
mediterranean,city_9,android,new,promo_7,tomato,none,Mon,mid
mexican,city_17,ios,returning,none,chili,medium,Fri,low
chinese,city_3,web,budget,promo_8,sesame,hot,Thu,high
indian,city_17,desktop_app,returning,promo_5,yogurt,hot,Wed,mid
american,city_18,android,student,promo_6,garlic,none,Sun,high
japanese,city_3,web,vip,promo_8,miso,none,Mon,mid
korean,city_7,android,student,promo_1,miso,medium,Wed,mid
indian,city_8,web,new,promo_3,cumin,hot,Thu,high
american,city_10,web,budget,promo_1,garlic,hot,Sat,mid
vietnamese,city_17,android,family,promo_3,lemon,hot,Mon,mid
american,city_2,web,returning,promo_4,onion,hot,Wed,low
korean,city_19,web,family,promo_3,miso,hot,Thu,mid
american,city_14,android,vip,none,onion,extra_hot,Mon,low
indian,city_12,ios,new,promo_2,turmeric,hot,Mon,mid
vietnamese,city_18,android,family,promo_1,basil,medium,Mon,low
mexican,city_17,tablet,vip,none,cilantro,medium,Sat,low
mexican,city_15,android,budget,promo_8,cilantro,medium,Mon,low
japanese,city_15,android,new,promo_3,ginger,medium,Sun,mid
mediterranean,city_15,desktop_app,returning,promo_2,lemon,medium,Sat,mid
thai,city_17,web,family,promo_7,fish_sauce,hot,Sat,low
italian,city_6,tablet,vip,promo_1,basil,mild,Wed,mid
indian,city_12,android,student,promo_1,onion,medium,Sun,mid
vietnamese,city_1,ios,student,promo_8,lemon,mild,Fri,high
chinese,city_1,ios,new,promo_7,soy,none,Thu,very_high
korean,city_8,ios,returning,promo_7,ginger,hot,Wed,mid
american,city_6,ios,returning,promo_2,cheese,none,Fri,high
thai,city_16,android,family,promo_6,basil,medium,Tue,low
thai,city_11,web,new,promo_2,basil,medium,Sat,mid
mexican,city_5,desktop_app,student,promo_8,tomato,mild,Mon,low
japanese,city_20,web,vip,promo_4,garlic,none,Thu,mid
thai,city_5,ios,family,none,lemon,mild,Mon,low
vietnamese,city_13,web,new,promo_5,fish_sauce,hot,Fri,mid
indian,city_7,tablet,returning,promo_5,yogurt,medium,Wed,mid
indian,city_14,tablet,returning,promo_4,cumin,hot,Thu,high
chinese,city_13,ios,vip,promo_4,soy,mild,Sat,high
korean,city_4,ios,new,promo_8,soy,hot,Sun,high
mediterranean,city_18,web,budget,promo_8,yogurt,medium,Mon,mid
thai,city_16,android,new,promo_2,cilantro,medium,Sun,mid
american,city_7,web,budget,promo_5,onion,mild,Sun,low
indian,city_20,tablet,returning,promo_8,cumin,medium,Thu,high
japanese,city_5,web,new,promo_5,ginger,none,Tue,high
thai,city_2,android,vip,promo_2,lemon,mild,Mon,mid
korean,city_4,ios,returning,promo_8,sesame,medium,Wed,very_high
american,city_9,ios,returning,promo_5,tomato,mild,Mon,high
japanese,city_20,web,student,promo_3,ginger,mild,Sat,high
chinese,city_12,ios,family,promo_2,soy,mild,Mon,mid
american,city_7,web,returning,none,lemon,mild,Mon,mid
thai,city_16,web,returning,promo_4,garlic,medium,Wed,mid
japanese,city_17,ios,vip,promo_2,ginger,none,Tue,mid
chinese,city_2,ios,returning,promo_1,miso,none,Thu,high
thai,city_19,android,budget,promo_6,lemon,hot,Wed,mid
american,city_15,android,vip,promo_1,lemon,none,Tue,low
chinese,city_14,web,vip,none,soy,medium,Fri,high
american,city_8,web,new,promo_5,onion,extra_hot,Mon,low
american,city_7,web,family,promo_2,lemon,none,Mon,low
american,city_11,web,family,none,onion,none,Mon,low
mediterranean,city_5,android,new,promo_7,basil,none,Sun,mid
korean,city_20,web,new,promo_6,garlic,extra_hot,Thu,mid
thai,city_11,android,family,promo_8,fish_sauce,mild,Fri,mid
american,city_7,web,new,promo_5,onion,hot,Mon,low
chinese,city_3,android,new,promo_4,ginger,extra_hot,Tue,high
mexican,city_9,desktop_app,family,promo_6,onion,hot,Thu,low
mexican,city_15,desktop_app,vip,promo_4,lemon,hot,Wed,low
korean,city_18,ios,new,promo_3,soy,none,Fri,mid
american,city_6,android,vip,promo_5,lemon,medium,Wed,mid
thai,city_20,android,vip,promo_6,lemon,mild,Thu,low
italian,city_12,web,student,promo_3,basil,none,Sun,mid
chinese,city_3,web,returning,promo_7,sesame,none,Thu,mid
vietnamese,city_18,android,returning,promo_4,lemon,medium,Thu,low
chinese,city_3,ios,returning,promo_5,sesame,none,Mon,high
chinese,city_2,web,budget,promo_8,miso,medium,Thu,very_high
chinese,city_11,web,vip,promo_5,garlic,medium,Wed,mid
mexican,city_4,web,vip,promo_2,cilantro,hot,Tue,low
japanese,city_8,android,family,promo_6,miso,hot,Fri,high
mediterranean,city_4,ios,new,promo_6,yogurt,none,Sun,mid
japanese,city_3,web,vip,promo_8,garlic,none,Tue,high
thai,city_5,ios,new,promo_7,garlic,medium,Fri,low
chinese,city_14,web,budget,promo_1,miso,extra_hot,Sun,mid
italian,city_17,android,family,promo_5,yogurt,none,Sat,mid
indian,city_15,android,budget,none,turmeric,hot,Tue,mid
thai,city_13,web,vip,promo_7,fish_sauce,medium,Mon,low
mediterranean,city_4,ios,returning,promo_5,yogurt,mild,Mon,high
american,city_18,web,family,promo_3,onion,hot,Fri,low
korean,city_16,ios,vip,promo_2,ginger,medium,Sat,mid
thai,city_7,ios,new,promo_5,basil,hot,Mon,high
italian,city_6,ios,new,promo_3,cheese,mild,Sun,high
indian,city_12,desktop_app,new,none,cumin,extra_hot,Mon,very_high
vietnamese,city_13,ios,student,promo_8,garlic,hot,Wed,high
mexican,city_6,android,student,promo_4,tomato,hot,Fri,high
mexican,city_5,tablet,budget,promo_7,chili,mild,Wed,mid
mexican,city_13,android,budget,none,onion,hot,Sat,mid
american,city_13,web,returning,promo_4,onion,hot,Tue,high
mexican,city_1,web,budget,promo_6,lemon,medium,Fri,low
chinese,city_16,android,returning,none,miso,hot,Sat,mid
american,city_7,web,vip,none,onion,mild,Sun,mid
italian,city_2,web,returning,promo_1,tomato,none,Sun,mid
thai,city_7,web,vip,promo_4,fish_sauce,medium,Fri,low
american,city_4,ios,vip,none,tomato,mild,Sat,mid
chinese,city_3,android,student,promo_2,garlic,medium,Sat,mid
japanese,city_5,ios,returning,promo_5,ginger,medium,Mon,mid
mexican,city_9,web,family,promo_1,tomato,hot,Sat,low
indian,city_4,web,budget,promo_4,cumin,extra_hot,Fri,high
thai,city_5,ios,budget,promo_3,lemon,hot,Wed,low
mexican,city_8,android,student,promo_4,onion,medium,Tue,mid
vietnamese,city_6,android,new,promo_2,fish_sauce,medium,Thu,low
vietnamese,city_18,ios,budget,promo_6,cilantro,hot,Tue,mid
mexican,city_13,android,vip,promo_6,onion,hot,Fri,low
american,city_12,android,returning,promo_4,cheese,none,Sun,low
american,city_12,android,returning,promo_7,garlic,none,Mon,mid
chinese,city_17,web,family,promo_6,garlic,extra_hot,Fri,mid
mexican,city_12,tablet,returning,promo_4,lemon,medium,Wed,low
mexican,city_16,web,vip,promo_8,onion,mild,Wed,mid
american,city_18,web,returning,promo_4,onion,hot,Wed,low
mediterranean,city_6,web,new,promo_8,lemon,mild,Thu,mid
vietnamese,city_13,ios,vip,promo_6,garlic,mild,Thu,mid
korean,city_6,android,family,promo_3,soy,none,Sat,mid
chinese,city_9,web,returning,promo_1,miso,extra_hot,Thu,mid
vietnamese,city_6,ios,budget,promo_5,fish_sauce,mild,Thu,mid
indian,city_9,web,budget,promo_8,turmeric,extra_hot,Fri,high
korean,city_12,ios,student,promo_7,miso,hot,Wed,very_high
chinese,city_10,ios,budget,promo_7,ginger,medium,Mon,mid
vietnamese,city_15,android,vip,promo_8,lemon,mild,Sun,high
mediterranean,city_5,tablet,family,none,cheese,none,Sun,high
vietnamese,city_19,android,returning,promo_4,garlic,medium,Fri,high
mexican,city_17,tablet,student,promo_3,chili,medium,Thu,mid
mexican,city_20,ios,vip,promo_6,chili,mild,Mon,mid
thai,city_9,ios,vip,promo_6,basil,hot,Thu,high
chinese,city_6,android,budget,promo_2,garlic,none,Fri,mid
american,city_13,web,new,promo_3,onion,mild,Sun,low
japanese,city_1,web,student,promo_5,garlic,none,Fri,high
vietnamese,city_2,web,new,promo_8,cilantro,medium,Wed,mid
japanese,city_18,ios,family,promo_1,sesame,none,Mon,mid
chinese,city_15,ios,budget,promo_7,miso,none,Mon,high
vietnamese,city_14,ios,family,promo_1,basil,medium,Sun,mid
japanese,city_17,ios,budget,promo_7,garlic,medium,Sat,very_high
mexican,city_8,desktop_app,new,none,lemon,medium,Tue,mid
thai,city_11,ios,vip,none,garlic,medium,Tue,mid
indian,city_4,android,family,none,cumin,hot,Sat,very_high
italian,city_5,tablet,vip,promo_6,cheese,mild,Thu,mid
japanese,city_2,ios,family,promo_8,sesame,medium,Sat,mid
chinese,city_7,ios,family,promo_3,soy,hot,Sat,mid
chinese,city_12,ios,student,promo_8,garlic,medium,Fri,high
korean,city_16,ios,budget,promo_6,miso,extra_hot,Mon,mid
mexican,city_10,android,vip,promo_8,cilantro,medium,Tue,mid
italian,city_18,android,student,promo_8,basil,none,Fri,mid
mediterranean,city_9,ios,family,none,oregano,none,Wed,mid
